date,NO2 1-Hour Mean Concentration Calibrated [ppb],NO2 1-Hour Mean Concentration Raw [ppb],PM1 1-Hour Mean Mass Concentration Raw [ug/m3],PM10 1-Hour Mean Mass Concentration Raw [ug/m3],PM2.5 1-Hour Mean Mass Concentration Raw [ug/m3],PM2.5 NowCast AQI (US EPA),PM2.5 NowCast Mass Concentration [ug/m3],humidity,latitude,longitude,pm1.0_atm,pm1.0_atm_a,pm1.0_atm_b,pm10.0_atm,pm10.0_atm_a,pm10.0_atm_b,pm2.5_atm,pm2.5_atm_a,pm2.5_atm_b,pressure,temperature
2024-04-21 21:00:00,,,,,,,,74.53333333333333,,,4.1386666666666665,,3.898,6.083333333333333,,5.430666666666667,5.5793333333333335,,4.91,754.7106666666666,18.000000000000004
2024-04-21 21:00:00,,,,,,,,74.53333333333333,,,4.1386666666666665,,3.898,6.083333333333333,,5.430666666666667,5.5793333333333335,,4.91,754.7106666666666,18.000000000000004
2024-04-21 21:00:00,,,,,,,,74.53333333333333,,,4.1386666666666665,,3.898,6.083333333333333,,5.430666666666667,5.5793333333333335,,4.91,754.7106666666666,18.000000000000004
2024-04-21 22:00:00,,,,,,,,69.83333333333333,,,2.7113333333333336,,2.571,3.991333333333333,,3.5736666666666665,3.6806666666666654,,3.272333333333333,754.705,18.38888888888889
2024-04-21 22:00:00,,,,,,,,69.83333333333333,,,2.7113333333333336,,2.571,3.991333333333333,,3.5736666666666665,3.6806666666666654,,3.272333333333333,754.705,18.38888888888889
2024-04-21 22:00:00,,,,,,,,69.83333333333333,,,2.7113333333333336,,2.571,3.991333333333333,,3.5736666666666665,3.6806666666666654,,3.272333333333333,754.705,18.38888888888889
2024-04-21 23:00:00,,,,,,,,68.13333333333334,,,1.3743333333333334,,1.1326666666666665,1.9993333333333327,,1.5826666666666669,1.7863333333333336,,1.4746666666666668,754.3330000000001,18.259259259259256
2024-04-21 23:00:00,,,,,,,,68.13333333333334,,,1.3743333333333334,,1.1326666666666665,1.9993333333333327,,1.5826666666666669,1.7863333333333336,,1.4746666666666668,754.3330000000001,18.259259259259256
2024-04-21 23:00:00,,,,,,,,68.13333333333334,,,1.3743333333333334,,1.1326666666666665,1.9993333333333327,,1.5826666666666669,1.7863333333333336,,1.4746666666666668,754.3330000000001,18.259259259259256
2024-04-22 00:00:00,,,,,,,,66.16129032258064,,,2.9132258064516128,,2.698387096774194,4.24483870967742,,3.755161290322581,3.937741935483871,,3.477096774193549,753.8793548387097,18.924731182795696
2024-04-22 00:00:00,,,,,,,,66.16129032258064,,,2.9132258064516128,,2.698387096774194,4.24483870967742,,3.755161290322581,3.937741935483871,,3.477096774193549,753.8793548387097,18.924731182795696
2024-04-22 00:00:00,,,,,,,,66.16129032258064,,,2.9132258064516128,,2.698387096774194,4.24483870967742,,3.755161290322581,3.937741935483871,,3.477096774193549,753.8793548387097,18.924731182795696
2024-04-22 01:00:00,,,,,,,,66.3,,,5.221666666666667,,4.971666666666667,7.667666666666666,,6.647666666666667,7.073666666666667,,6.314333333333334,753.453,19.240740740740744
2024-04-22 01:00:00,,,,,,,,66.3,,,5.221666666666667,,4.971666666666667,7.667666666666666,,6.647666666666667,7.073666666666667,,6.314333333333334,753.453,19.240740740740744
2024-04-22 01:00:00,,,,,,,,66.3,,,5.221666666666667,,4.971666666666667,7.667666666666666,,6.647666666666667,7.073666666666667,,6.314333333333334,753.453,19.240740740740744
2024-04-22 02:00:00,,,,,,,,70.2258064516129,,,6.042903225806452,,5.906129032258065,9.069354838709677,,8.223225806451614,8.401935483870966,,7.707741935483871,753.04,18.512544802867385
2024-04-22 02:00:00,,,,,,,,70.2258064516129,,,6.042903225806452,,5.906129032258065,9.069354838709677,,8.223225806451614,8.401935483870966,,7.707741935483871,753.04,18.512544802867385
2024-04-22 02:00:00,,,,,,,,70.2258064516129,,,6.042903225806452,,5.906129032258065,9.069354838709677,,8.223225806451614,8.401935483870966,,7.707741935483871,753.04,18.512544802867385
2024-04-22 03:00:00,,,,,,,,70.3103448275862,,,5.424827586206896,,5.383103448275863,8.377241379310345,,7.87551724137931,7.735517241379311,,7.294137931034482,752.8727586206898,18.2183908045977
2024-04-22 03:00:00,,,,,,,,70.3103448275862,,,5.424827586206896,,5.383103448275863,8.377241379310345,,7.87551724137931,7.735517241379311,,7.294137931034482,752.8727586206898,18.2183908045977
2024-04-22 03:00:00,,,,,,,,70.3103448275862,,,5.424827586206896,,5.383103448275863,8.377241379310345,,7.87551724137931,7.735517241379311,,7.294137931034482,752.8727586206898,18.2183908045977
2024-04-22 04:00:00,,,,,,,,71.6,,,7.974666666666667,,8.415666666666667,13.325,,12.582,12.098666666666666,,11.761,753.1306666666666,17.88888888888889
2024-04-22 04:00:00,,,,,,,,71.6,,,7.974666666666667,,8.415666666666667,13.325,,12.582,12.098666666666666,,11.761,753.1306666666666,17.88888888888889
2024-04-22 04:00:00,,,,,,,,71.6,,,7.974666666666667,,8.415666666666667,13.325,,12.582,12.098666666666666,,11.761,753.1306666666666,17.88888888888889
2024-04-22 05:00:00,,,,,,,,71.36666666666666,,,11.648333333333332,,10.889666666666669,16.702,,15.34,15.357333333333331,,14.173,753.3363333333333,18.03703703703704
2024-04-22 05:00:00,,,,,,,,71.36666666666666,,,11.648333333333332,,10.889666666666669,16.702,,15.34,15.357333333333331,,14.173,753.3363333333333,18.03703703703704
2024-04-22 05:00:00,,,,,,,,71.36666666666666,,,11.648333333333332,,10.889666666666669,16.702,,15.34,15.357333333333331,,14.173,753.3363333333333,18.03703703703704
2024-04-22 06:00:00,,,,,,,,69.86666666666666,,,14.102,,12.898666666666664,19.64933333333333,,17.583333333333332,18.065,,16.367,753.547,18.296296296296298
2024-04-22 06:00:00,,,,,,,,69.86666666666666,,,14.102,,12.898666666666664,19.64933333333333,,17.583333333333332,18.065,,16.367,753.547,18.296296296296298
2024-04-22 06:00:00,,,,,,,,69.86666666666666,,,14.102,,12.898666666666664,19.64933333333333,,17.583333333333332,18.065,,16.367,753.547,18.296296296296298
2024-04-22 07:00:00,,,,,,,,68.3,,,15.658666666666669,,14.565666666666663,21.56833333333333,,19.769333333333336,20.191,,18.40333333333333,754.2623333333333,18.944444444444443
2024-04-22 07:00:00,,,,,,,,68.3,,,15.658666666666669,,14.565666666666663,21.56833333333333,,19.769333333333336,20.191,,18.40333333333333,754.2623333333333,18.944444444444443
2024-04-22 07:00:00,,,,,,,,68.3,,,15.658666666666669,,14.565666666666663,21.56833333333333,,19.769333333333336,20.191,,18.40333333333333,754.2623333333333,18.944444444444443
2024-04-22 08:00:00,,,,,,,,66.73333333333333,,,12.940666666666669,,12.281,18.040333333333333,,16.307333333333336,16.938666666666666,,15.423666666666666,755.0313333333332,19.27777777777778
2024-04-22 08:00:00,,,,,,,,66.73333333333333,,,12.940666666666669,,12.281,18.040333333333333,,16.307333333333336,16.938666666666666,,15.423666666666666,755.0313333333332,19.27777777777778
2024-04-22 08:00:00,,,,,,,,66.73333333333333,,,12.940666666666669,,12.281,18.040333333333333,,16.307333333333336,16.938666666666666,,15.423666666666666,755.0313333333332,19.27777777777778
2024-04-22 09:00:00,,,,,,,,59.13333333333333,,,8.995000000000001,,8.224333333333332,12.269333333333332,,10.706666666666669,11.436333333333332,,10.091333333333331,755.2816666666666,21.148148148148145
2024-04-22 09:00:00,,,,,,,,59.13333333333333,,,8.995000000000001,,8.224333333333332,12.269333333333332,,10.706666666666669,11.436333333333332,,10.091333333333331,755.2816666666666,21.148148148148145
2024-04-22 09:00:00,,,,,,,,59.13333333333333,,,8.995000000000001,,8.224333333333332,12.269333333333332,,10.706666666666669,11.436333333333332,,10.091333333333331,755.2816666666666,21.148148148148145
2024-04-22 10:00:00,,,,,,,,63.54838709677419,,,19.78903225806452,,19.1858064516129,28.515483870967746,,26.19709677419355,26.651612903225807,,24.596451612903227,755.3090322580645,20.340501792114694
2024-04-22 10:00:00,,,,,,,,63.54838709677419,,,19.78903225806452,,19.1858064516129,28.515483870967746,,26.19709677419355,26.651612903225807,,24.596451612903227,755.3090322580645,20.340501792114694
2024-04-22 10:00:00,,,,,,,,63.54838709677419,,,19.78903225806452,,19.1858064516129,28.515483870967746,,26.19709677419355,26.651612903225807,,24.596451612903227,755.3090322580645,20.340501792114694
2024-04-22 11:00:00,,,,,,,,56.4,,,23.321666666666665,,22.561666666666667,35.73433333333333,,32.40566666666667,31.91433333333333,,30.040333333333333,755.0003333333334,22.35185185185185
2024-04-22 11:00:00,,,,,,,,56.4,,,23.321666666666665,,22.561666666666667,35.73433333333333,,32.40566666666667,31.91433333333333,,30.040333333333333,755.0003333333334,22.35185185185185
2024-04-22 11:00:00,,,,,,,,56.4,,,23.321666666666665,,22.561666666666667,35.73433333333333,,32.40566666666667,31.91433333333333,,30.040333333333333,755.0003333333334,22.35185185185185
2024-04-22 12:00:00,,,,,,,,46.70967741935484,,,25.31290322580645,,24.823870967741936,40.17612903225807,,37.57709677419355,34.846774193548384,,33.38225806451613,754.1222580645161,25.089605734767023
2024-04-22 12:00:00,,,,,,,,46.70967741935484,,,25.31290322580645,,24.823870967741936,40.17612903225807,,37.57709677419355,34.846774193548384,,33.38225806451613,754.1222580645161,25.089605734767023
2024-04-22 12:00:00,,,,,,,,46.70967741935484,,,25.31290322580645,,24.823870967741936,40.17612903225807,,37.57709677419355,34.846774193548384,,33.38225806451613,754.1222580645161,25.089605734767023
2024-04-22 13:00:00,,,,,,,,54.13793103448276,,,25.06,,24.76,41.08620689655172,,38.52862068965517,35.118620689655174,,33.91620689655172,753.2548275862068,22.47126436781609
2024-04-22 13:00:00,,,,,,,,54.13793103448276,,,25.06,,24.76,41.08620689655172,,38.52862068965517,35.118620689655174,,33.91620689655172,753.2548275862068,22.47126436781609
2024-04-22 13:00:00,,,,,,,,54.13793103448276,,,25.06,,24.76,41.08620689655172,,38.52862068965517,35.118620689655174,,33.91620689655172,753.2548275862068,22.47126436781609
2024-04-22 14:00:00,,,,,,,,82.58064516129032,,,20.92322580645161,,20.21451612903226,36.79,,33.70451612903226,31.243548387096773,,29.46258064516129,752.8461290322581,17.329749103942653
2024-04-22 14:00:00,,,,,,,,82.58064516129032,,,20.92322580645161,,20.21451612903226,36.79,,33.70451612903226,31.243548387096773,,29.46258064516129,752.8461290322581,17.329749103942653
2024-04-22 14:00:00,,,,,,,,82.58064516129032,,,20.92322580645161,,20.21451612903226,36.79,,33.70451612903226,31.243548387096773,,29.46258064516129,752.8461290322581,17.329749103942653
2024-04-22 15:00:00,,,,,,,,72.7,,,13.851333333333336,,12.711666666666668,20.091666666666665,,17.654,18.40833333333333,,16.414666666666665,752.4616666666666,18.370370370370367
2024-04-22 15:00:00,,,,,,,,72.7,,,13.851333333333336,,12.711666666666668,20.091666666666665,,17.654,18.40833333333333,,16.414666666666665,752.4616666666666,18.370370370370367
2024-04-22 15:00:00,,,,,,,,72.7,,,13.851333333333336,,12.711666666666668,20.091666666666665,,17.654,18.40833333333333,,16.414666666666665,752.4616666666666,18.370370370370367
2024-04-22 16:00:00,,,,,,,,72.6774193548387,,,13.921935483870968,,12.773870967741937,19.074193548387097,,16.646774193548385,17.668709677419354,,15.458387096774192,752.211935483871,18.351254480286737
2024-04-22 16:00:00,,,,,,,,72.6774193548387,,,13.921935483870968,,12.773870967741937,19.074193548387097,,16.646774193548385,17.668709677419354,,15.458387096774192,752.211935483871,18.351254480286737
2024-04-22 16:00:00,,,,,,,,72.6774193548387,,,13.921935483870968,,12.773870967741937,19.074193548387097,,16.646774193548385,17.668709677419354,,15.458387096774192,752.211935483871,18.351254480286737
2024-04-22 17:00:00,,,,,,,,69.43333333333334,,,14.098333333333333,,13.153333333333334,20.090666666666667,,18.13433333333333,18.27433333333333,,16.712,752.4563333333333,18.87037037037037
2024-04-22 17:00:00,,,,,,,,69.43333333333334,,,14.098333333333333,,13.153333333333334,20.090666666666667,,18.13433333333333,18.27433333333333,,16.712,752.4563333333333,18.87037037037037
2024-04-22 17:00:00,,,,,,,,69.43333333333334,,,14.098333333333333,,13.153333333333334,20.090666666666667,,18.13433333333333,18.27433333333333,,16.712,752.4563333333333,18.87037037037037
2024-04-22 18:00:00,,,,,,,,70.06666666666666,,,29.926,,28.625333333333334,49.936,,46.299,42.57333333333334,,40.415,753.1636666666667,19.14814814814815
2024-04-22 18:00:00,,,,,,,,70.06666666666666,,,29.926,,28.625333333333334,49.936,,46.299,42.57333333333334,,40.415,753.1636666666667,19.14814814814815
2024-04-22 18:00:00,,,,,,,,70.06666666666666,,,29.926,,28.625333333333334,49.936,,46.299,42.57333333333334,,40.415,753.1636666666667,19.14814814814815
2024-04-22 19:00:00,,,,,,,,67.80645161290323,,,19.63064516129032,,18.20709677419355,26.96193548387097,,24.42935483870968,25.015806451612903,,22.761612903225807,753.6383870967742,19.39068100358423
2024-04-22 19:00:00,,,,,,,,67.80645161290323,,,19.63064516129032,,18.20709677419355,26.96193548387097,,24.42935483870968,25.015806451612903,,22.761612903225807,753.6383870967742,19.39068100358423
2024-04-22 19:00:00,,,,,,,,67.80645161290323,,,19.63064516129032,,18.20709677419355,26.96193548387097,,24.42935483870968,25.015806451612903,,22.761612903225807,753.6383870967742,19.39068100358423
2024-04-22 20:00:00,,,,,,,,69.76666666666667,,,23.47133333333333,,22.488333333333333,36.73866666666667,,33.94566666666667,32.278333333333336,,30.11466666666667,754.2096666666667,18.944444444444443
2024-04-22 20:00:00,,,,,,,,69.76666666666667,,,23.47133333333333,,22.488333333333333,36.73866666666667,,33.94566666666667,32.278333333333336,,30.11466666666667,754.2096666666667,18.944444444444443
2024-04-22 20:00:00,,,,,,,,69.76666666666667,,,23.47133333333333,,22.488333333333333,36.73866666666667,,33.94566666666667,32.278333333333336,,30.11466666666667,754.2096666666667,18.944444444444443
2024-04-22 21:00:00,,,,,,,,68.03448275862068,,,21.425172413793103,,20.867241379310343,34.19344827586207,,32.721724137931034,29.24379310344828,,28.26103448275862,754.6979310344828,18.83141762452108
2024-04-22 21:00:00,,,,,,,,68.03448275862068,,,21.425172413793103,,20.867241379310343,34.19344827586207,,32.721724137931034,29.24379310344828,,28.26103448275862,754.6979310344828,18.83141762452108
2024-04-22 21:00:00,,,,,,,,68.03448275862068,,,21.425172413793103,,20.867241379310343,34.19344827586207,,32.721724137931034,29.24379310344828,,28.26103448275862,754.6979310344828,18.83141762452108
2024-04-22 22:00:00,,,,,,,,66.19354838709677,,,8.658709677419356,,7.703870967741936,12.73258064516129,,11.33,11.361935483870967,,10.015806451612905,754.9803225806452,18.40501792114695
2024-04-22 22:00:00,,,,,,,,66.19354838709677,,,8.658709677419356,,7.703870967741936,12.73258064516129,,11.33,11.361935483870967,,10.015806451612905,754.9803225806452,18.40501792114695
2024-04-22 22:00:00,,,,,,,,66.19354838709677,,,8.658709677419356,,7.703870967741936,12.73258064516129,,11.33,11.361935483870967,,10.015806451612905,754.9803225806452,18.40501792114695
2024-04-22 23:00:00,,,,,,,,69.6,,,22.918,,22.82633333333333,39.86266666666667,,38.208333333333336,33.684,,32.666000000000004,754.7393333333333,18.40740740740741
2024-04-22 23:00:00,,,,,,,,69.6,,,22.918,,22.82633333333333,39.86266666666667,,38.208333333333336,33.684,,32.666000000000004,754.7393333333333,18.40740740740741
2024-04-22 23:00:00,,,,,,,,69.6,,,22.918,,22.82633333333333,39.86266666666667,,38.208333333333336,33.684,,32.666000000000004,754.7393333333333,18.40740740740741
2024-04-23 00:00:00,,,,,,,,69.1,,,22.86733333333333,,22.81733333333333,39.225,,37.119,33.80833333333333,,32.541333333333334,754.5256666666667,18.740740740740744
2024-04-23 00:00:00,,,,,,,,69.1,,,22.86733333333333,,22.81733333333333,39.225,,37.119,33.80833333333333,,32.541333333333334,754.5256666666667,18.740740740740744
2024-04-23 00:00:00,,,,,,,,69.1,,,22.86733333333333,,22.81733333333333,39.225,,37.119,33.80833333333333,,32.541333333333334,754.5256666666667,18.740740740740744
2024-04-23 01:00:00,,,,,,,,68.09677419354838,,,17.846129032258066,,17.67096774193548,28.198709677419355,,26.153548387096773,25.77741935483871,,24.364193548387096,754.0177419354839,18.799283154121863
2024-04-23 01:00:00,,,,,,,,68.09677419354838,,,17.846129032258066,,17.67096774193548,28.198709677419355,,26.153548387096773,25.77741935483871,,24.364193548387096,754.0177419354839,18.799283154121863
2024-04-23 01:00:00,,,,,,,,68.09677419354838,,,17.846129032258066,,17.67096774193548,28.198709677419355,,26.153548387096773,25.77741935483871,,24.364193548387096,754.0177419354839,18.799283154121863
2024-04-23 02:00:00,,,,,,,,70.8,,,19.811,,19.047,31.726666666666667,,29.05433333333333,28.15266666666667,,26.333,753.6126666666667,18.000000000000004
2024-04-23 02:00:00,,,,,,,,70.8,,,19.811,,19.047,31.726666666666667,,29.05433333333333,28.15266666666667,,26.333,753.6126666666667,18.000000000000004
2024-04-23 02:00:00,,,,,,,,70.8,,,19.811,,19.047,31.726666666666667,,29.05433333333333,28.15266666666667,,26.333,753.6126666666667,18.000000000000004
2024-04-23 03:00:00,,,,,,,,69.33333333333333,,,20.43566666666667,,19.43,31.657333333333334,,28.947,28.218,,26.23033333333333,753.3993333333333,18.240740740740737
2024-04-23 03:00:00,,,,,,,,69.33333333333333,,,20.43566666666667,,19.43,31.657333333333334,,28.947,28.218,,26.23033333333333,753.3993333333333,18.240740740740737
2024-04-23 03:00:00,,,,,,,,69.33333333333333,,,20.43566666666667,,19.43,31.657333333333334,,28.947,28.218,,26.23033333333333,753.3993333333333,18.240740740740737
2024-04-23 04:00:00,,,,,,,,69.26666666666667,,,21.937,,21.599666666666668,37.998666666666665,,35.30566666666667,32.47533333333333,,31.288666666666664,753.6013333333334,18.296296296296298
2024-04-23 04:00:00,,,,,,,,69.26666666666667,,,21.937,,21.599666666666668,37.998666666666665,,35.30566666666667,32.47533333333333,,31.288666666666664,753.6013333333334,18.296296296296298
2024-04-23 04:00:00,,,,,,,,69.26666666666667,,,21.937,,21.599666666666668,37.998666666666665,,35.30566666666667,32.47533333333333,,31.288666666666664,753.6013333333334,18.296296296296298
2024-04-23 05:00:00,,,,,,,,70.09677419354838,,,28.37548387096774,,27.471612903225807,51.54064516129032,,48.65096774193549,41.80645161290322,,40.17580645161291,754.0167741935484,17.90322580645161
2024-04-23 05:00:00,,,,,,,,70.09677419354838,,,28.37548387096774,,27.471612903225807,51.54064516129032,,48.65096774193549,41.80645161290322,,40.17580645161291,754.0167741935484,17.90322580645161
2024-04-23 05:00:00,,,,,,,,70.09677419354838,,,28.37548387096774,,27.471612903225807,51.54064516129032,,48.65096774193549,41.80645161290322,,40.17580645161291,754.0167741935484,17.90322580645161
2024-04-23 06:00:00,,,,,,,,66.36666666666666,,,23.48433333333333,,22.678,41.409,,38.37566666666667,34.086666666666666,,32.65533333333333,754.5516666666666,18.55555555555556
2024-04-23 06:00:00,,,,,,,,66.36666666666666,,,23.48433333333333,,22.678,41.409,,38.37566666666667,34.086666666666666,,32.65533333333333,754.5516666666666,18.55555555555556
2024-04-23 06:00:00,,,,,,,,66.36666666666666,,,23.48433333333333,,22.678,41.409,,38.37566666666667,34.086666666666666,,32.65533333333333,754.5516666666666,18.55555555555556
2024-04-23 07:00:00,,,,,,,,56.0,,,22.666451612903224,,22.49903225806452,39.03064516129032,,36.94903225806452,33.332580645161286,,32.43645161290323,754.8838709677419,21.59498207885305
2024-04-23 07:00:00,,,,,,,,56.0,,,22.666451612903224,,22.49903225806452,39.03064516129032,,36.94903225806452,33.332580645161286,,32.43645161290323,754.8838709677419,21.59498207885305
2024-04-23 07:00:00,,,,,,,,56.0,,,22.666451612903224,,22.49903225806452,39.03064516129032,,36.94903225806452,33.332580645161286,,32.43645161290323,754.8838709677419,21.59498207885305
2024-04-23 08:00:00,,,,,,,,47.333333333333336,,,30.907,,31.670666666666666,60.751333333333335,,59.998000000000005,48.05466666666667,,48.25633333333334,755.228,24.314814814814813
2024-04-23 08:00:00,,,,,,,,47.333333333333336,,,30.907,,31.670666666666666,60.751333333333335,,59.998000000000005,48.05466666666667,,48.25633333333334,755.228,24.314814814814813
2024-04-23 08:00:00,,,,,,,,47.333333333333336,,,30.907,,31.670666666666666,60.751333333333335,,59.998000000000005,48.05466666666667,,48.25633333333334,755.228,24.314814814814813
2024-04-23 09:00:00,,,,,,,,39.36666666666667,,,30.918666666666663,,32.04933333333334,61.089666666666666,,60.88433333333333,48.543,,49.13066666666667,755.3396666666666,27.11111111111111
2024-04-23 09:00:00,,,,,,,,39.36666666666667,,,30.918666666666663,,32.04933333333334,61.089666666666666,,60.88433333333333,48.543,,49.13066666666667,755.3396666666666,27.11111111111111
2024-04-23 09:00:00,,,,,,,,39.36666666666667,,,30.918666666666663,,32.04933333333334,61.089666666666666,,60.88433333333333,48.543,,49.13066666666667,755.3396666666666,27.11111111111111
2024-04-23 10:00:00,,,,,,,,41.96774193548387,,,30.39354838709677,,31.35290322580645,60.12129032258064,,59.59483870967742,47.48483870967742,,48.07838709677419,755.1329032258064,27.45519713261649
2024-04-23 10:00:00,,,,,,,,41.96774193548387,,,30.39354838709677,,31.35290322580645,60.12129032258064,,59.59483870967742,47.48483870967742,,48.07838709677419,755.1329032258064,27.45519713261649
2024-04-23 10:00:00,,,,,,,,41.96774193548387,,,30.39354838709677,,31.35290322580645,60.12129032258064,,59.59483870967742,47.48483870967742,,48.07838709677419,755.1329032258064,27.45519713261649
2024-04-23 11:00:00,,,,,,,,30.566666666666663,,,15.113,,15.343333333333334,23.856,,22.750666666666667,22.076,,21.535,754.4386666666667,30.88888888888889
2024-04-23 11:00:00,,,,,,,,30.566666666666663,,,15.113,,15.343333333333334,23.856,,22.750666666666667,22.076,,21.535,754.4386666666667,30.88888888888889
2024-04-23 11:00:00,,,,,,,,30.566666666666663,,,15.113,,15.343333333333334,23.856,,22.750666666666667,22.076,,21.535,754.4386666666667,30.88888888888889
2024-04-23 12:00:00,,,,,,,,43.2,,,14.612,,14.417333333333334,24.55366666666667,,23.05333333333333,21.201666666666664,,20.47733333333333,753.4973333333332,26.333333333333336
2024-04-23 12:00:00,,,,,,,,43.2,,,14.612,,14.417333333333334,24.55366666666667,,23.05333333333333,21.201666666666664,,20.47733333333333,753.4973333333332,26.333333333333336
2024-04-23 12:00:00,,,,,,,,43.2,,,14.612,,14.417333333333334,24.55366666666667,,23.05333333333333,21.201666666666664,,20.47733333333333,753.4973333333332,26.333333333333336
2024-04-23 13:00:00,,,,,,,,38.86666666666667,,,6.276,,5.651,9.770333333333332,,8.355333333333332,8.598666666666666,,7.590333333333334,752.5863333333333,26.888888888888893
2024-04-23 13:00:00,,,,,,,,38.86666666666667,,,6.276,,5.651,9.770333333333332,,8.355333333333332,8.598666666666666,,7.590333333333334,752.5863333333333,26.888888888888893
2024-04-23 13:00:00,,,,,,,,38.86666666666667,,,6.276,,5.651,9.770333333333332,,8.355333333333332,8.598666666666666,,7.590333333333334,752.5863333333333,26.888888888888893
2024-04-23 14:00:00,,,,,,,,50.1,,,24.609666666666666,,24.033666666666665,44.53066666666667,,41.77333333333333,36.458333333333336,,34.93333333333333,752.047,23.833333333333336
2024-04-23 14:00:00,,,,,,,,50.1,,,24.609666666666666,,24.033666666666665,44.53066666666667,,41.77333333333333,36.458333333333336,,34.93333333333333,752.047,23.833333333333336
2024-04-23 14:00:00,,,,,,,,50.1,,,24.609666666666666,,24.033666666666665,44.53066666666667,,41.77333333333333,36.458333333333336,,34.93333333333333,752.047,23.833333333333336
2024-04-23 15:00:00,,,,,,,,66.16666666666667,,,32.96566666666667,,33.58866666666667,68.55033333333334,,67.18900000000001,53.12766666666666,,53.23800000000001,752.0083333333333,20.37037037037037
2024-04-23 15:00:00,,,,,,,,66.16666666666667,,,32.96566666666667,,33.58866666666667,68.55033333333334,,67.18900000000001,53.12766666666666,,53.23800000000001,752.0083333333333,20.37037037037037
2024-04-23 15:00:00,,,,,,,,66.16666666666667,,,32.96566666666667,,33.58866666666667,68.55033333333334,,67.18900000000001,53.12766666666666,,53.23800000000001,752.0083333333333,20.37037037037037
2024-04-23 16:00:00,,,,,,,,61.16666666666666,,,32.514,,33.56666666666667,67.70766666666667,,66.803,52.068333333333335,,52.788,751.8353333333333,21.888888888888893
2024-04-23 16:00:00,,,,,,,,61.16666666666666,,,32.514,,33.56666666666667,67.70766666666667,,66.803,52.068333333333335,,52.788,751.8353333333333,21.888888888888893
2024-04-23 16:00:00,,,,,,,,61.16666666666666,,,32.514,,33.56666666666667,67.70766666666667,,66.803,52.068333333333335,,52.788,751.8353333333333,21.888888888888893
2024-04-23 17:00:00,,,,,,,,57.266666666666666,,,32.71666666666667,,33.595333333333336,66.71633333333334,,65.84766666666667,51.582,,51.99933333333333,751.9963333333333,22.57407407407408
2024-04-23 17:00:00,,,,,,,,57.266666666666666,,,32.71666666666667,,33.595333333333336,66.71633333333334,,65.84766666666667,51.582,,51.99933333333333,751.9963333333333,22.57407407407408
2024-04-23 17:00:00,,,,,,,,57.266666666666666,,,32.71666666666667,,33.595333333333336,66.71633333333334,,65.84766666666667,51.582,,51.99933333333333,751.9963333333333,22.57407407407408
2024-04-23 18:00:00,,,,,,,,63.0,,,29.88,,30.276896551724136,58.90655172413793,,57.41137931034483,46.29344827586207,,46.084482758620695,752.6879310344827,21.20689655172413
2024-04-23 18:00:00,,,,,,,,63.0,,,29.88,,30.276896551724136,58.90655172413793,,57.41137931034483,46.29344827586207,,46.084482758620695,752.6879310344827,21.20689655172413
2024-04-23 18:00:00,,,,,,,,63.0,,,29.88,,30.276896551724136,58.90655172413793,,57.41137931034483,46.29344827586207,,46.084482758620695,752.6879310344827,21.20689655172413
2024-04-23 19:00:00,,,,,,,,56.903225806451616,,,19.864193548387096,,20.043225806451613,35.30838709677419,,34.081935483870964,29.504193548387097,,29.06870967741936,753.4629032258064,21.84587813620072
2024-04-23 19:00:00,,,,,,,,56.903225806451616,,,19.864193548387096,,20.043225806451613,35.30838709677419,,34.081935483870964,29.504193548387097,,29.06870967741936,753.4629032258064,21.84587813620072
2024-04-23 19:00:00,,,,,,,,56.903225806451616,,,19.864193548387096,,20.043225806451613,35.30838709677419,,34.081935483870964,29.504193548387097,,29.06870967741936,753.4629032258064,21.84587813620072
2024-04-23 20:00:00,,,,,,,,64.03333333333333,,,26.84433333333333,,27.138666666666666,51.066,,49.59933333333333,41.016666666666666,,40.57866666666666,754.4796666666666,20.88888888888889
2024-04-23 20:00:00,,,,,,,,64.03333333333333,,,26.84433333333333,,27.138666666666666,51.066,,49.59933333333333,41.016666666666666,,40.57866666666666,754.4796666666666,20.88888888888889
2024-04-23 20:00:00,,,,,,,,64.03333333333333,,,26.84433333333333,,27.138666666666666,51.066,,49.59933333333333,41.016666666666666,,40.57866666666666,754.4796666666666,20.88888888888889
2024-04-23 21:00:00,,,,,,,,67.89655172413794,,,28.83586206896552,,29.12482758620689,57.34068965517242,,55.60241379310345,45.03310344827587,,44.66896551724138,755.3041379310345,19.674329501915704
2024-04-23 21:00:00,,,,,,,,67.89655172413794,,,28.83586206896552,,29.12482758620689,57.34068965517242,,55.60241379310345,45.03310344827587,,44.66896551724138,755.3041379310345,19.674329501915704
2024-04-23 21:00:00,,,,,,,,67.89655172413794,,,28.83586206896552,,29.12482758620689,57.34068965517242,,55.60241379310345,45.03310344827587,,44.66896551724138,755.3041379310345,19.674329501915704
2024-04-23 22:00:00,,,,,,,,64.41379310344827,,,19.88758620689655,,19.523448275862066,35.35448275862069,,33.04275862068965,29.590344827586208,,28.402413793103445,755.5196551724138,19.9808429118774
2024-04-23 22:00:00,,,,,,,,64.41379310344827,,,19.88758620689655,,19.523448275862066,35.35448275862069,,33.04275862068965,29.590344827586208,,28.402413793103445,755.5196551724138,19.9808429118774
